paper_title,pred_context,pred_interv,pred_outcome,gold_count,label,reason,model
DOES PERIPHERAL KNOWLEDGE COMPLEMENT CONTROL? AN EMPIRICAL TEST IN TECHNOLOGY OU,An underlying—and widely made—assertion that can potentially reconcile this contradiction is that ‘peripheral’ knowledge (specialized knowledge in the domain of outsourced activities) complements control in technology outsourcing alliances.,"E-mail: tiwana@iastate.edu

A related motivation for forming outsourcing alliances is to access specialized knowledge that is so removed from the outsourcer’s core activities that it might simply not exist in the outsourcing firm.","Therefore, higher peripheral knowledge in the outsourcing firm increases the effectiveness of outcome control in enhancing alliance performance, leading to the first hypothesis.",2,FP,"The intervention is an email address, not a management action.",Rule-based
"E-REVERSE AUCTIONS REVISITED: AN ANALYSIS OF CONTEXT, BUYER-SUPPLIER RELATIONS A","As illustrated in Table II, participants’ information behavior appears to be of particular importance in the context of e-RAs: the lack of high-quality information exchange and communication was found to be a major determinant of e-RA failure.","Many authors therefore assume, or at least raise the question, that e-RAs are detrimental to an effective building and management of buyer–supplier relationships (e.g., Jap 2003; Smeltzer and Carr 2003; Emiliani and Stec 2004).",2003) have identified the apparent negative effects of e-RAs on buyer–supplier relationships.,1,FP,The extracted CIMO does not match any reference CIMO and the intervention is not a clear management action but rather an assumption or question raised by authors.,Rule-based
"E-REVERSE AUCTIONS REVISITED: AN ANALYSIS OF CONTEXT, BUYER-SUPPLIER RELATIONS A","Table III displays the generic types of business information that can be differentiated, and that may be relevant in the context of e-RAs.",Whether or not they should be used for selecting a supplier depends on the general context of the sourcing situation.,"However, the questions of how and why e-RAs have seemingly negative effects on buyer–supplier relationships still remain unanswered.",1,FP,The extracted CIMO does not form a coherent C-I-O relationship as the intervention is not a clear management action but rather a conditional statement about when e-RAs should be used.,Rule-based
EFFECTS OF SUPPLIER TRUST ON PERFORMANCE OF COOPERATIVESUPPLIER RELATIONSHIPS,"A critical element in achieving supply chain effectiveness is establishing and nurturing trust across the organizational boundaries, particularly for relationships such as alliances between buyers and suppliers in a supply chain.","By using data drawn from both sides of the buyer–supplier relationship and the PLS modeling technique, we can test the predictive power of a path-analytic model that encompasses all of these groups of constructs simultaneously.","Early involvement of suppliers and customers in product design and process planning

enhances the opportunities for innovation (Bogdozan et al., 1998) while minimizing post-production problems (Cusumano and Takeishi, 1991).",2,FP,"The extracted CIMO's intervention (using data and PLS modeling) and outcome (early involvement in product design) are not supported by the paper excerpt, which focuses on trust, cooperative behaviors, and relationship performance.",Rule-based
EFFECTS OF SUPPLIER TRUST ON PERFORMANCE OF COOPERATIVESUPPLIER RELATIONSHIPS,This paper presents the results of an exploratory modeling of trust’s effects in buyer–supplier relationships.,"As a result, a supplier’s cooperative behavior may make the buyer more interested in developing and extending its relationship, regardless of the supplier’s current performance under the specific areas captured in the measure of performance.","Thus, cooperative arrangements lead to successful endeavors that build trust but most firms would not undertake these activities that build trust without a sufficient level of trust initially.",2,FP,"The extracted CIMO incorrectly frames the intervention as supplier's cooperative behavior affecting buyer's interest, while the paper focuses on trust leading to cooperative behaviors that affect performance.",Rule-based
EMPLOYING INFORMATION TECHNOLOGY IN PURCHASING: BUYER-SUPPLIER RELATIONSHIPS AND,"In response, buyers forego traditional arm-length exchanges and instead turn to alternative ways to structure purchasing arrangements, many of which can be devised in closer interfirm relationships [23].","# Employing Information Technology in Purchasing

# Buyer-Supplier Relationships and Size of the Supplier Base

Rodney L.","Such behavior may be motivated by the desire to enhance firms' competitiveness, improve financial performance, or positively impact functional areas such as purchasing, sales, and marketing [11-13].",1,FP,The intervention 'Employing Information Technology in Purchasing' is not clearly supported as a management action in the context of the extracted CIMO.,Rule-based
EMPLOYING INFORMATION TECHNOLOGY IN PURCHASING: BUYER-SUPPLIER RELATIONSHIPS AND,Such investments encourage suppliers to make reciprocal IT investments and adhere to more standardized procedures and transaction communication protocols in order to avail themselves to immediate cost savings in the focal relationship.,"This study examines whether these two phenomena are related by investigating what role, if any, IT investments used to support firms' purchasing functions play in building closer buyer-supplier relationships and whether these investments also impact the size of supplier bases being maintained.","IT investments provide an information infrastructure that generates positive externalities [19, 27]; not only can these investments reduce the costs of communicating and transacting, but they can also make internal databases available for sharing with vendors.",1,FP,"The extracted CIMO mixes description of the study with findings, creating an incoherent C-I-O relationship that doesn't match the reference.",Rule-based
EMPLOYING INFORMATION TECHNOLOGY IN PURCHASING: BUYER-SUPPLIER RELATIONSHIPS AND,"Even controlling for firms' quality emphasis, which serves as one impetus to invest in IT to support the purchasing function, IT does appear to play a role in developing closer relationships with suppliers, although in an indirect fashion.",P3: The percentage of purchasing transactions using IT will be positively influenced by the extent of IT investments by buyers.,"As a result, Wal-Mart has been able to reduce their order processing costs and in-store inventories, while its vendors have gained more timely access to detailed sales data—a win-win situation.",1,FP,"The extracted CIMO's intervention is not supported by the paper excerpt, which discusses IT investments in purchasing rather than the percentage of purchasing transactions using IT.",Rule-based
ENABLING RELATIONSHIP STRUCTURES AND RELATIONSHIP PERFORMANCE IMPROVEMENT: THE M,"In their seminal study, Morgan and Hunt (1994) analyze both antecedents and effects of trust and commitment, suggesting these two constructs as central mediating variables in business-relationships.","(2006) in their meta-analysis studied the factors that facilitate various relational outcomes, such as relationship loyalty, cooperation and seller performance, using trust, dependence, relationship investments and seller expertise (among others) as antecedent variables.","Relational capital, through information sharing, facilitates the effective deployment of invested resources and hence improves operational relationship performance.",1,FP,"The extracted CIMO mixes information from multiple studies (Morgan & Hunt 1994 and Palmatier et al. 2006) in the intervention, creating an incoherent relationship not supported by the paper.",Rule-based
ENABLING RELATIONSHIP STRUCTURES AND RELATIONSHIP PERFORMANCE IMPROVEMENT: THE M,(2006) meta-study demonstrates the lack of research on relationship structures in prior relationship marketing research.,"Relational capital

Using a social capital approach (Tsai & Ghoshal, 1998), this study uses relational capital as the focal construct vis-à-vis the main outcome construct of relationship performance improvement.","Claro, Hagelaar, and Omta (2003) provide evidence that both trust and relationship-specific investments improve joint planning, while trust positively impacts joint problem solving.",1,FP,The extracted CIMO is not supported by the paper excerpt as it lacks a coherent outcome dimension.,Rule-based
ENTERPRISE LOGISTICS AND SUPPLY CHAIN STRUCTURE: THE ROLE OF FIT,"In this paper, we explore the relationship between enterprise logistics practices and improved performance of the new extended global enterprise.","Using a configurations approach, we test whether globally dispersed network organizations that adopt enterprise logistics practices are able to achieve higher levels of organizational performance.","Using a configurations approach, we test whether globally dispersed network organizations that adopt enterprise logistics practices are able to achieve higher levels of organizational performance.",2,FP,"The extracted CIMO has identical Intervention and Outcome, which is redundant and not properly structured as a CIMO.",Rule-based
EXAMINING SUPPLY CHAIN RELATIONSHIPS: DO BUYER AND SUPPLIER PERSPECTIVES ON COLL,"(2006) found that firms engaged in collaborative relationships achieved improved visibility, higher service levels, increased flexibility, greater end-customer satisfaction, and reduced cycle times.",The two studies are then compared using invariance testing in order to determine economic and relational factors that drive satisfaction and performance from each party’s perspective.,"Trust and commitment, in turn, lead to improved satisfaction and performance.",2,FP,"The extracted CIMO mixes elements from different parts of the paper, with the intervention being a research methodology (invariance testing) rather than a management action.",Rule-based
EXAMINING SUPPLY CHAIN RELATIONSHIPS: DO BUYER AND SUPPLIER PERSPECTIVES ON COLL,"In a study of collaborative relationships between suppliers and large retailers, Corsten and Kumar (2005) found that even though both parties benefited from the collaboration, there was greater feeling of

inequity in the relationship on the part of suppliers.","Introduction

Increasingly, firms are building collaborative relationships with their supply chain partners in order to achieve efficiencies, flexibility, and a competitive advantage.","However, hybrid governance has emerged as a mechanism to effectively reduce transaction costs associated with market exchange while also reducing the ownership requirements of with vertical integration (Rindfleisch and Heide, 1997).",2,FP,"The extracted CIMO has an incoherent relationship between Context, Intervention, and Outcome, with the Intervention being a background statement rather than a management action.",Rule-based
EXERCISED POWER AS A DRIVER OF TRUST AND COMMITMENT IN CROSS-BORDER INDUSTRIAL B,Trust was subsequently revealed to foster commitment in the relationship.,"The sample comprised 1500 firms, which were selected after adopting a stratified random procedure, using product type and geographic location as stratification criteria.","In other words, the use of this power source will increase perceived costs (both economic and social) to a degree that may surpass the respective benefits gained from the relationship (Ramaseshan, Yep, & Pae, 2006).",1,FP,"The extracted CIMO contains an intervention that describes a sampling methodology rather than a management action, and the outcome references a different study (Ramaseshan et al., 2006) not mentioned in the paper excerpt.",Rule-based
EXERCISED POWER AS A DRIVER OF TRUST AND COMMITMENT IN CROSS-BORDER INDUSTRIAL B,"Trust and commitment is a particularly delicate issue in international business relationships, where the incidence of failure is much higher than in domestic ventures (Bello, Chelariu, & Zhang, 2003).","(1992), Morgan and Hunt (1994), Andaleeb (1996), and Doney and Cannon (1997); satisfaction (correctness of decision to work together, satisfactory working relationship, choosing to work together again, hoping for a long-lasting relationship, a happy working relationship) based on Kumar et al.",These positive aspects will subsequently lead to high levels of satisfaction with the working relationship.,1,FP,The extracted CIMO has an incoherent intervention that is not a clear management action but rather a list of citations and definitions.,Rule-based
EXPERIENCE EFFECTS AND COLLABORATIVE RETURNS IN R&D ALLIANCES,"# EXPERIENCE EFFECTS AND COLLABORATIVE RETURNS IN R&D ALLIANCES

RACHELLE C.","Using a constructed measure to identify the extent to which an alliance is characterized by greater complexity or uncertainty, I estimate the effect of prior experience on performance.","As the requirements for success in alliances change over time, this exploitation at the expense of exploration can lead to reduced performance.",1,FP,The intervention is not a management action but a research method (using a constructed measure).,Rule-based
EXPERIENCE EFFECTS AND COLLABORATIVE RETURNS IN R&D ALLIANCES,"While prior experience should increase collaborative benefits from the current alliance, I expect these returns: (1) to be most beneficial when alliance activities are more uncertain; and (2) to diminish at high levels of experience.",The probability of choosing an equity joint venture is a signal of the underlying complexity of alliance activities.,"The learning-bydoing, or experience-curve, literature demonstrates that cumulative production experience improves manufacturing productivity, primarily through cost reduction.",1,FP,"The extracted CIMO contains elements not supported by the paper, particularly the intervention about equity joint ventures and the outcome about manufacturing productivity.",Rule-based
EXPERIENCE EFFECTS AND COLLABORATIVE RETURNS IN R&D ALLIANCES,The positive benefits of prior experience in complex alliances suggest that a broader set of alliance management processes allows the firm to manage situations of ambiguity more readily.,"In this sense, the probability of selecting an equity joint venture captures the degree of uncertainty or complexity of alliance activities.","As firms increase production experience, for example, they are better able to attribute outcomes to changes in inputs and processes.",1,FP,The extracted CIMO incorrectly identifies the intervention as 'selecting an equity joint venture' which is not supported by the paper excerpt.,Rule-based
EXPLORATION AND EXPLOITATION ALLIANCES IN BIOTECHNOLOGY: A SYSTEM OF NEW PRODUCT,"In particular, we propose a product development path beginning with exploration alliances predicting products in development, which in turn predict exploitation alliances, and that concludes with exploitation alliances leading to products on the market.","During the early stages of the new product development process, a firm is prospecting for new wealth-creating opportunities.",,1,FP,"The extracted CIMO is missing the Outcome dimension, making it incomplete and not matching the reference CIMO.",Rule-based
FORMAL CONTROL AND SOCIAL CONTROL IN DOMESTIC AND INTERNATIONAL BUYER-SUPPLIER R,"This is mainly because TCE focuses on the make-or-buy decision, which is crucial in buyer–supplier relationships (Williamson, 2008).","Specifically, Luo (2002) finds that term specificity and contingency adaptability of formal contract between partners interact positively with social control in explaining IJV performance.","Given the complexities and uncertainties, even though trust exists, it may not necessarily reduce ex ante contract costs (Dyer and Chu, 2003).",1,FP,The extracted CIMO does not match any reference CIMO and contains elements not explicitly supported by the paper excerpt.,Rule-based
FRANCHISOR-FRANCHISEE SUPPLY CHAIN COOPERATION: SHARING OF DEMAND FORECAST INFOR,"There has been a growing interest in improving supply chain performance for all members of a supply chain through demand forecast information sharing (e.g., Mishra, Raghunathan, & Yue, 2007; Mukhopadhyay, Yao, & Yue, 2008).","Prior research has suggested that sharing demand forecast information between franchisors and franchisees could be one possible method by which

to improve franchising performance (Dant & Nasr, 1998).",franchising) that high-tech firms can use in order to expand their markets and improve firm performance.,1,FP,"The extracted CIMO has an incoherent relationship between Context and Intervention, and the Outcome is not clearly supported by the paper.",Rule-based
FRANCHISOR-FRANCHISEE SUPPLY CHAIN COOPERATION: SHARING OF DEMAND FORECAST INFOR,This research will also contribute to an emergent stream of research on profit sharing in B2B channel relationships.,"Another stream of research has examined the conditions that facilitate information sharing (Li, 2002) and how information sharing impacts price decisions.","Since franchising may serve as a good alternative to expanding markets for high-tech industries (Ayal & Izraeli, 2002), additional studies are needed to investigate how to enhance franchising performance.",1,FP,"The extracted CIMO mixes research streams with actual interventions and outcomes, not matching any reference CIMO and not forming a coherent C-I-O relationship from the paper.",Rule-based
HOW CAN BUSINESS BUYERS ATTRACT SELLERS' RESOURCES? EMPIRICAL EVIDENCE FOR PREFE,"Introduction

The Industrial Marketing Management “reverse perspective” special issue calls for papers that address one of the less-researched perspectives of partner value and hence partner attractiveness in a relationship.","The Baxter and Matear study is from the supplier's perspective, using an approach based on the intellectual capital literature.","Supplier development in Krause's study is “any effort of a buying firm with a supplier to improve the supplier's performance and/or capabilities”, and the questionnaire items are clearly indicators of buyer input of resources, such as “Training/education of the supplier's personnel”.",1,FP,The extracted CIMO does not match any reference CIMO and the intervention is not clearly supported as a management action in the paper excerpt.,Rule-based
HOW DOES JUSTICE MATTER IN ACHIEVING BUYER-CSUPPLIER RELATIONSHIP PERFORMANCE?,"Based on findings from this study, firms are encouraged to endorse all four kinds of justice in managing supply chain relationships.","Data

The proposed model is tested using matched manufacturerdistributor data collected from the household appliance industry in China.","For instance, Anderson and Weitz (1992) find that a distributor’s perception of the manufacturer’s fairness increases the distributor’s commitment.",1,FP,"The extracted CIMO has an incoherent relationship between the intervention (Data) and the context/outcome, as data is not a management action but rather a collection method.",Rule-based
HOW DOES JUSTICE MATTER IN ACHIEVING BUYER-CSUPPLIER RELATIONSHIP PERFORMANCE?,"Beyond the organizational boundary, researchers have recently begun to examine justice in inter-organizational issues within the contexts of strategic alliances (Luo, 2005, 2007), distribution channels (Kumar et al., 1995), and supply chain relationships (Griffith et al., 2006).",We then deployed a research team and conducted a pilot test with 20 matched pairs of suppliers and buyers by using semi-structured interviews to make sure each question would be clearly understood.,(1995) find that a dealer’s perceptions of supplier distributive fairness lead to the dealer’s commitment to and willingness to invest in the relationship.,1,FP,The extracted CIMO mixes elements from different parts of the paper without forming a coherent C-I-O relationship supported by the excerpt.,Rule-based
IN UNION LIES STRENGTH: COLLABORATIVE COMPETENCE IN NEW PRODUCT DEVELOPMENT AND ,"In the context of this study, we argue that the joint involvement of suppliers, customers, and crossfunctional internal employee teams in developing a new product leads to the development of super-additive synergies and is more valuable than the involvement of each individually.","Using responses collected from 189 NPD managers, we find empirical evidence for collaborative competence and its differential impact on project and market performance.","Similarly, with regard to customer involvement, evidence from case studies indicates that an incomplete and inaccurate assessment of customers’ needs can result in extremely high costs at the design stage (von Hippel, 1998; Walker and Tersini, 1992).",2,FP,The extracted CIMO mixes elements from different parts of the paper without coherent C-I-O relationship.,Rule-based
IN UNION LIES STRENGTH: COLLABORATIVE COMPETENCE IN NEW PRODUCT DEVELOPMENT AND ,We believe that these arguments are applicable in the context of an NPD project.,"A third contribution of our research is related to the generalizability of empirical results obtained from using a multi-industry, multi-country sample.","As business units share and reuse existing product knowledge, they tend to reduce development, tooling, and manufacturing costs, speeding up NPD activities and allowing the firm to rapidly address new market opportunities (Meyer and Lehnerd, 1997).",2,FP,"The extracted CIMO's intervention is not a management action but rather a description of research contributions, and the context and outcome don't match any reference CIMO.",Rule-based
IN UNION LIES STRENGTH: COLLABORATIVE COMPETENCE IN NEW PRODUCT DEVELOPMENT AND ,Similar negative associations are also found in the context of team size and project performance.,"Involving the customer in the product development process keeps the design team members updated on changing customer tastes and requirements and reduces the high degree of uncertainty accompanying new applications in the industry (MacCormack et al., 2001; Griffin and Hauser, 1993).","Additionally, implementing a single dimension without implementing others is not likely to produce the intended performance improvements (Porter, 1996); rather, it may even produce negative performance effects (Milgrom and Roberts, 1995).",2,FP,"The extracted CIMO's context mentions team size and project performance, which is not supported by the paper excerpt, and the outcome contradicts the paper's findings about implementing multiple dimensions.",Rule-based
INCUMBENT'S ADVANTAGE THROUGH EXPLOITING COMPLEMENTARY ASSETS VIA INTERFIRM COOP,"For example, the emergence of the Internet is considered to be a radical innovation for firms in the computing industry; however, the dominant software enterprise in the pre-Internet era, Microsoft, has embraced this technological shift and incorporated it throughout its business.","I controlled for incumbent firm size using the logarithm of 1997 firm rev-

enues.","It has long been proposed that corporate entrepreneurship leads to superior firm performance (Guth and Ginsberg, 1990).",1,FP,"The extracted CIMO contains an intervention that is a statistical method (controlling for firm size) rather than a management action, and the context and outcome don't match the reference CIMO.",Rule-based
INCUMBENT'S ADVANTAGE THROUGH EXPLOITING COMPLEMENTARY ASSETS VIA INTERFIRM COOP,Mohr and Spekman (1994) in their study of strategic alliances in the computer industry found that a network strategy can lead to a competitive advantage.,The hypotheses were tested using multivariate regression models.,"In addition, new entrants may be further motivated to cooperate with incumbents as alliances with established firms can bestow legitimacy, and thus positive reputational effects (Stuart, Hoang, and Hybels, 1999).",1,FP,"The extracted CIMO mixes elements from different studies and contexts, with the intervention being a research method rather than a management action.",Rule-based
INCUMBENT'S ADVANTAGE THROUGH EXPLOITING COMPLEMENTARY ASSETS VIA INTERFIRM COOP,"However, the more alliances an incumbent firm participates in simultaneously, the higher the probability that management will be less effective in managing those alliances due to bounded rationality (Simon, 1960).",Hypothesis 3 was tested using OLS.,"An increasing number of alliances creates increasing managerial information-processing demands, which may contribute to an overall negative net effect at high levels of alliance intensity (Hitt, Hoskisson, and Kim, 1997).",1,FP,"The extracted CIMO is not supported by the paper excerpt as it discusses alliance intensity and managerial effectiveness, while the paper focuses on complementary assets and alliance performance.",Rule-based
LEADERSHIP AND RELATIONSHIP COMMITMENT: A FOCUS ON THE SUPPLIER-BUYER-USER LINKA,The focus is on the activities and relationships between (1) the corporate buyers and the internal users and (2) the corporate buyers and the external suppliers in the supply chain.,"one confirmatory factor model using LISREL [11]; the overall CFA model was run separately for the two samples (users and buyers) to assess the reliability and validity of the measurement properties in the two contexts [6, 12].","Thus, both transformational and transactional leadership behaviors can positively affect the relationship commitment in the supplier–buyer–user supply chain.",1,FP,The intervention is a research method (confirmatory factor model using LISREL) rather than a management action.,Rule-based
LEADERSHIP AND RELATIONSHIP COMMITMENT: A FOCUS ON THE SUPPLIER-BUYER-USER LINKA,"Overall, the results suggest that transformational leadership behaviors have a positive influence on building commitment in the dyadic relationships between (1) users and buyers and (2) buyers and suppliers.","The model fits were evaluated using the DELTA2 index [13], the relative noncentrality index (RNI)[14], and the comparative fit index (CFI) [11], which have been shown to be the most stable fit indices by Gerbing and Anderson [15].","Based on this discussion, we test the following hypotheses:

H1: Transactional leadership has a positive effect on relationship commitment between (1) the internal users and buyers and (2) buyers and suppliers in the supply chain.",1,FP,"The intervention is about model fit indices, not leadership behaviors.",Rule-based
"MAKE, BUY, OR ALLY: A TRANSACTION COST THEORY META-ANALYSIS","Technological uncertainty is the inability to accurately forecast the technical requirements in a relationship (Walker & Weber, 1984).","Recently, a review using the vote-counting method, which consists of a tabulation of significant and nonsignificant findings, appeared (David & Han, 2004).",Relational governance appropriately aligned with transaction dimensions leads to enhanced performance.,2,FP,"The extracted CIMO's context is about technological uncertainty, which is not mentioned in the paper excerpt, and the intervention refers to a review method rather than a management action.",Rule-based
MANAGING THE BUYER-SUPPLIER INTERFACE FOR ON-TIME PERFORMANCE IN PRODUCT DEVELOP,"In this paper, we explore the relationship between use of some commonly cited buyer-supplier interface management techniques and product development time performance.",Frequent communication using a rich medium allows the buyer and supplier to develop a common interpretation of information and thus reduces delays because of mistakes and misunderstandings.,We hypothesize that increasing the supplier's responsibility for component design can improve the supplier's on-time performance.,1,FP,"The extracted CIMO mixes elements from different parts of the paper and creates an incoherent relationship between Context, Intervention, and Outcome.",Rule-based
MANAGING THE BUYER-SUPPLIER INTERFACE FOR ON-TIME PERFORMANCE IN PRODUCT DEVELOP,"Written communication is capable of transferring large amounts of information when ambiguity is low (Daft and Lengel, 1986).",The effects of involving a supplier early on and increasing a supplier's responsibility for design are expected to be amplified by technical capabilities.,"In this research, we hypothesize that greater communication between the buyer and supplier during product development will improve the supplier's time performance.",1,FP,"The extracted CIMO contains elements not supported by the paper, particularly the claim that technical capabilities amplify the effects of early supplier involvement and increased design responsibility, which contradicts the paper's findings.",Rule-based
OUTSOURCING AS SEEN FROM THE PERSPECTIVE OF KNOWLEDGE MANAGEMENT,"In social networks, personal interaction between the members is necessary.",One of the main contributions of our study is to find contingent factors that explain the disparities between the results of previous studies of the benefits of outsourcing using the theoretical approach of the knowledge-based view of the company.,"Whereas some studies have found positive results in terms of variables such as efficiency, cost savings or access to new technologies (Powell, Koput and Smith-Doerr 1996; Heshmati 2003), others have reached the opposite conclusion (Jiang, Frazier and Prater 2006; Broedner, Kinkel and Lay 2009).",1,FP,The extracted CIMO does not match any reference CIMO and the intervention is not a clear management action but rather a research contribution.,Rule-based
PEEKING INSIDE THE BLACK BOX: TOWARD AN UNDERSTANDING OF SUPPLY CHAIN COLLABORAT,Because the behavior of individuals must change in collaborative relationships — often substantially — the change management literature argues that resistance will be strong (Staw et al.,"Using the literature as background, we pursued an iterative, open‐coding process — i.e., we traveled back and forth among the case write‐ups and emerging constructs.","For example, financial performance, revenue growth, profitability, and pressure from Wall Street became need to improve financial performance.",1,FP,"The extracted CIMO has an incoherent relationship between intervention and outcome, and the outcome is not clearly supported by the paper excerpt.",Rule-based
REDUNDANT GOVERNANCE STRUCTURES: AN ANALYSIS OF STRUCTURAL AND RELATIONAL EMBEDD,This network configuration is especially suboptimal for firms in the semiconductor industry.,"Using strategic alliance networks in the semiconductor and steel industries, we build on past embeddedness research by examining the interaction of these factors.",The existence of environmental uncertainty increases the rate of innovation required to survive and therefore how much firms invest in exploration.,2,FP,The extracted CIMO's outcome about environmental uncertainty increasing innovation rate is not supported by the paper excerpt.,Rule-based
REDUNDANT GOVERNANCE STRUCTURES: AN ANALYSIS OF STRUCTURAL AND RELATIONAL EMBEDD,"Currently in strategic alliances research, however, cooperating with competitors is considered to be potentially a valuable resource.","Moreover, formal contracts are often ineffective governance devices, because they cannot fully cover all contingencies and may even undermine collaborative efforts (MaCaulay, 1963).","Similarly, von Hippel (1998) illustrates that engineers from rival firms in the steel industry establish informal linkages across which they exchange information on how to reduce production costs.",2,FP,The extracted CIMO mixes concepts from different parts of the paper without coherent C-I-O relationship.,Rule-based
REDUNDANT GOVERNANCE STRUCTURES: AN ANALYSIS OF STRUCTURAL AND RELATIONAL EMBEDD,"George Street, Toronto, ON M53 3E6, Canada

search for optimal network configurations: How should firms be embedded in the web of strategic alliances in their industries?","# REDUNDANT GOVERNANCE MECHANISMS

We have outlined the main effects of relational embeddedness on firm performance using existing

theories to argue that strong ties act as governance mechanisms for interfirm alliances.","As such, exploration through intense ties decreases the number of alternative innovations identified in the environment.",2,FP,"The extracted CIMO contains unsupported elements: the context is a specific address rather than a meaningful research context, and the intervention 'REDUNDANT GOVERNANCE MECHANISMS' is not clearly presented as a management action in the excerpt.",Rule-based
RELATION-SPECIFIC CAPABILITIES AND BARRIERS TO KNOWLEDGE TRANSFERS: CREATING ADV,"In this paper we explicitly consider the effects of network resources (knowledge) on firm performance and, in a conservative test of the theory, demonstrate that network resources result in differential firm performance even in supplier networks where rivals are buying from the same suppliers.","# RELATION-SPECIFIC CAPABILITIES AND BARRIERS TO KNOWLEDGE TRANSFERS: CREATING ADVANTAGE THROUGH NETWORK RELATIONSHIPS

JEFFREY H.","In this paper we explicitly consider the effects of network resources (knowledge) on firm performance and, in a conservative test of the theory, demonstrate that network resources result in differential firm performance even in supplier networks where rivals are buying from the same suppliers.",1,FP,"The extracted CIMO has identical Context and Outcome, but the Intervention is just a title rather than a clear management action.",Rule-based
RELATION-SPECIFIC CAPABILITIES AND BARRIERS TO KNOWLEDGE TRANSFERS: CREATING ADV,"We examine these questions in the context of the automotive industry, where Toyota is known for attempting to leverage its knowledge assets by sharing production knowledge with its supplier network.","We examine these questions in the context of the automotive industry, where Toyota is known for attempting to leverage its knowledge assets by sharing production knowledge with its supplier network.",Measures were then developed to operationalize the degree to which each customer had exchanged knowledge with the supplier to help the supplier improve (1) quality and (2) inventory costs.,1,FP,"The extracted CIMO incorrectly uses the same text for both Context and Intervention, and the Outcome is not clearly supported by the paper excerpt.",Rule-based
RELATIONSHIP MARKETING AND SUPPLIER LOGISTICS PERFORMANCE: AN EXTENSION OF THE K,"While the antecedents to these relationships have been studied extensively in the marketing channels and supply chain management literature, relatively little research has considered the performance out-

# SUMMARY

comes of such exchanges.","Adopting the same definition, Hewett and Bearden (2001) include acquiescence in their model of marketing headquarters– subsidiary relationships.","While Morgan and Hunt indicate that the five endogenous constructs in their model should lead to improved performance and financial benefits in such relational exchanges, they do not test this premise, but instead leave such an extension of their model to future research.",1,FP,The extracted CIMO is not supported by the paper excerpt as it lacks a clear intervention action and coherent C-I-O relationship.,Rule-based
RELATIONSHIP MARKETING AND SUPPLIER LOGISTICS PERFORMANCE: AN EXTENSION OF THE K,"Yet not all of these relationships lead to mutually beneficial results, with some firms in a buyer–supplier relationship acting opportunistically to gain greater benefits at the expense of the other party (Gundlach and Cadotte 1994).","The five exogenous constructs in Figure 2 were measured using the scale items from Morgan and Hunt (1994), which examined retailer–supplier relationships.","Thus, the current paper posits that such acquiescence can improve supplier performance in terms of fill rates, lead times, and on-time delivery:

H1: Supplier acquiescence is positively related to supplier logistics performance.",1,FP,The intervention is not a management action but rather a measurement approach using existing scales.,Rule-based
SELLING ALLIANCES: ISSUES AND INSIGHTS,"In vertical channel relationships, individuals are bound to their relationships by the coordinating forces of role expectations, contracts, and serial interdependence [34], (where the output of one party is used as an input by another).",Issues involved in implementing selling alliances are identified from in-depth interviews with sales representatives and managers involved in these alliances.,Incompatible organizational goals can lead to partners working at cross purposes and can lead to mistrust in relationships [2].,2,FP,"The extracted CIMO's intervention is not a management action but rather a research method (interviews), and the outcome is presented as a general issue rather than a specific result of the intervention.",Rule-based
SOCIAL CAPITAL IN THE GROWTH OF SCIENCE-AND-TECHNOLOGY-BASED SMES,"However, although it is acknowledged that social capital plays an important role in SME networks, little is known of the dynamics of its utilization in company growth (Maurer & Ebers, 2006).","The relational dimension refers to the role of non-contractual elements in developing and maintaining actor relationships such as trust, norms, personal expectations, obligations and identification.",,1,FP,"The extracted CIMO is missing the Outcome dimension, making it incomplete and not matching any reference CIMO.",Rule-based
SOCIAL EXCHANGE IN SUPPLY CHAIN RELATIONSHIPS: THE RESULTING BENEFITS OF PROCEDU,"# Social exchange in supply chain relationships: The resulting benefits of procedural and distributive justice

David A.","Further, in choosing between actions, a member to an exchange will choose the one for which the value of the reward multiplied by the probability of receiving the reward is greater (i.e., rationality proposition).",,1,FP,The extracted CIMO is incomplete (missing Outcome) and the Intervention is a theoretical proposition rather than a management action.,Rule-based
STRATEGIC ALLIANCE SUCCESS FACTORS,"# INTRODUCTION

Over the last decade, there have been noticeable changes in buyer-supplier relationships as firms have moved away from adversarial toward more cooperative supply chain arrangements.",The answers to these questions are essential to managers in both buying and supplying firms in the process of developing and maintaining strategic alliances throughout the supply chain.,An alliance was defined as “a long-term relationship where participants cooperate and willingly modify their business practices to improve joint performance.” The research design was unique in that both partners in an alliance were studied.,1,FP,The extracted CIMO does not match any reference CIMO and the intervention is not a clear management action but rather a statement about the importance of answers to research questions.,Rule-based
STRATEGIC ALLIANCE SUCCESS FACTORS,Is there agreement in both buyer and supplier perspectives in an alliance with respect to success factors and their defining conditions?,"Thus, the greatest cost to alliance development is in “people” costs that arise from both partners modifying traditional habits and beliefs while adopting new ways of conducting business.","If senior management were highly involved in or supportive of the alliance, the mean response would be expected to be much higher (i.e., any change in corporate leadership would have a significantly negative impact on the alliance).",1,FP,The extracted CIMO does not match any reference CIMO and the intervention is not a clear management action but rather a description of costs/challenges.,Rule-based
